ntacode,shape_area,county_fips,ntaname,shape_leng,boro_name,boro_code,geometry,count,count_sq_mi
BK88,54005019.048,047,Borough Park,39247.2278309,Brooklyn,3,"MULTIPOLYGON (((990897.910926839 169268.2529778508, 990588.2623919374 169075.3486449023, 990634.5982023987 168756.5168103297, 990675.9897346244 168471.2905560353, 990718.696850731 168203.8794021153, 990751.6074126639 167919.2111118303, 990769.1602209418 167817.6791691903, 990787.2082127006 167713.400823902, 990847.0380931614 167337.4660770342, 990561.9760213431 167292.366876193, 990580.047677733 167018.8368128072, 990604.2306054175 166962.8392123217, 990650.3334550782 166636.5928761532, 990680.6946279431 166428.3121727864, 990703.6575331276 166257.9117087903, 990755.462674517 165886.891563382, 990648.6561201818 165753.921435691, 990620.1217805377 165718.3973089756, 991080.9520142007 165440.7115914551, 990684.024633395 164677.6333392144, 990490.1506147615 164313.5251602362, 990399.3831012369 164171.8026731744, 991016.0011090505 163682.9625740159, 991087.1459088408 163613.5170774844, 991067.838106756 163744.4390207189, 991057.2115675319 163816.5125508217, 991345.2916382103 163856.568988202, 991646.3641511056 163900.4048851709, 991773.1011851704 163030.1594283073, 991470.509695276 162985.2276938808, 991143.2194293675 163238.0809264101, 991198.613764745 162853.3401309557, 991220.7892598041 162677.8351063587, 991253.1584726267 162478.2322255076, 991133.2697440187 162568.1074367963, 990522.3639827953 163053.5352953299, 989903.1017456737 163543.9239708272, 989791.7270638075 163632.2044811244, 989558.5248515932 163817.0496097668, 989283.8889345346 164034.7457064378, 988673.0947134434 164518.6747655694, 988060.2166786178 165001.6223253579, 988221.6631217644 165207.4561485575, 987622.6796992407 165682.271053838, 987000.0580184688 166175.4611916509, 986318.1709641347 166716.5326944406, 985920.565684387 167032.4202947426, 985825.3458214989 167105.829191978, 985667.7179091407 167149.1322795642, 985711.559664426 167204.857538396, 985735.1882431207 167234.8936688478, 985616.2610106532 167274.8015855903, 985141.4775400156 167646.1421130555, 985116.6908969005 167538.5666407439, 985078.2365644741 167367.6348062352, 985015.9733797273 167086.0336838595, 984772.9446925627 167278.0342381056, 984162.9279556853 167762.17314299, 983552.019949745 168246.601554784, 983631.5801508551 168347.5036738811, 983714.2500891624 168450.0958046557, 983400.2018011977 168698.7240268672, 983226.8818012452 168835.9381883132, 983101.6162923776 168935.1079784754, 982490.5996633888 169419.5755021863, 982300.6688559362 169571.2842777416, 982360.6947347273 169622.4296769196, 982412.7770241037 169667.9912513466, 982499.6574593981 169743.9947755354, 982705.4114261484 169925.8126670237, 982208.2070914864 170319.4863432658, 982376.1820273255 170531.2056589392, 982468.7209557171 170647.8068085759, 982537.7199717248 170734.7492929024, 982699.5825004409 170939.7557636926, 982861.310878709 171143.4078654306, 983023.1246468569 171347.332127482, 983109.0132071271 171455.8887029692, 983184.8164071876 171551.692795425, 983347.2401658916 171755.1016844634, 983508.3813315209 171960.1216012147, 983592.3964878218 172066.0173466383, 983669.7421068239 172163.5010771148, 983831.55887686 172367.4151657094, 983993.1656264128 172571.7792708956, 984066.6104408875 172664.1022218924, 984155.2975865541 172775.5885702703, 984317.458901849 172980.2805425763, 984478.7709601821 173183.6833177283, 985089.913103888 172698.6548365162, 985496.0193102679 172376.4482136792, 985694.4276680555 172550.9072317097, 985823.2364265441 172664.5131761816, 985893.8134435656 172726.4950368405, 986092.0612212404 172900.4388523582, 986291.3027740936 173075.5118822376, 986490.1145816427 173249.1735296811, 986688.6217608004 173424.4297212857, 986887.4267338411 173598.8003511139, 987086.507708378 173773.8631809776, 987286.3466848989 173946.7081722044, 987483.0424897631 174108.1323558235, 987719.0825954637 173919.9049578546, 987932.4062067448 173748.1501343454, 988163.9846261479 173563.6917799421, 988386.376499569 173383.5545807233, 988527.3772679338 173270.2546556787, 988606.2781296109 173205.6219714765, 988880.1368805307 172984.9341644575, 988969.5363376938 172928.9594821527, 989122.0624245274 173006.8208383095, 989233.4270423332 173068.3992267822, 989458.4201983964 173191.3463520418, 989683.6922847258 173315.3817355132, 989779.9499867326 172643.0267030893, 989798.6706183839 172522.4887418268, 989825.6623776313 172332.1410386462, 989835.731100619 172270.8809386104, 989890.3708135599 171887.1085636794, 989924.4626956573 171651.92839736, 989946.2803514733 171510.6123905565, 989971.156125356 171328.7457174452, 989999.1024717506 171140.0418200794, 990047.4889501255 170785.2683272053, 990350.0905012068 170826.2631090198, 990664.5358743268 170870.8507606219, 990734.6215675543 170389.5778867811, 990758.5128705138 170225.5231990115, 990791.1085104446 170001.694069489, 990897.910926839 169268.2529778508)))",537,277.2094346766908
QN51,52488277.5915,081,Murray Hill,33266.9048721,Queens,4,"MULTIPOLYGON (((1038593.496647199 221913.6235175937, 1039369.320287704 221834.8588232242, 1040016.977698039 221767.6420010542, 1040050.727771258 221764.1382149166, 1040133.313229006 221639.5719344119, 1040238.634778676 221482.1909170863, 1040275.344300758 221430.0682467819, 1040316.082394025 221380.7835915422, 1040360.482114042 221334.8127191578, 1040360.504941254 221334.7897700042, 1040360.527890533 221334.7701167497, 1040392.470175635 221306.4336599454, 1040408.195254301 221292.4835094516, 1040551.505803233 221189.1016819321, 1040607.529322508 221150.6305730872, 1040831.646900985 220993.1643550576, 1040848.308748209 220980.9774480432, 1040970.905893432 220849.6741777461, 1041010.794009332 220801.3903123861, 1041048.451713979 220751.3480840739, 1041084.836224973 220697.6375849086, 1041264.462389653 220428.1472807376, 1041322.89116088 220337.688454487, 1041520.775192183 220046.8139908649, 1041536.805270772 220023.3366319619, 1041527.894440009 219999.0186586864, 1041471.093704699 219366.1892531025, 1041419.502733512 218864.5440605021, 1041325.730363412 217943.2742072476, 1041584.421304719 217916.8772447986, 1041530.478179712 217377.8333584383, 1041497.791297937 217069.2879017402, 1041473.106412336 216814.7384148576, 1041472.827622838 216784.3872605605, 1041471.725281072 216664.8142448259, 1041472.775173818 216532.6328515602, 1041472.942607419 216511.356636437, 1041718.470891196 216539.6871723114, 1041967.378394584 216566.4261630505, 1042215.147345088 216593.8706566393, 1042279.032269332 216006.4517686488, 1042341.14874281 215442.0342488681, 1042090.076059252 215432.4406816936, 1041871.17513604 215425.1373822336, 1041841.014304458 215424.1301358687, 1041589.045927135 215415.7405453088, 1041313.523970428 215407.7221345047, 1041061.995027488 215429.7425362505, 1040820.190600127 215535.9950117823, 1040705.121528319 215590.5453588888, 1040570.495584492 215654.3667202275, 1040321.46316863 215772.732325343, 1040072.132351823 215891.2419719312, 1039822.726157265 216009.508636951, 1039573.280539396 216120.0890937565, 1039310.055331014 216165.3734794938, 1039059.835575711 216222.7286071737, 1038804.750336179 216272.8066989063, 1038547.98497738 216324.7816355739, 1038293.818190553 216386.1229563689, 1038037.876618843 216449.3044813114, 1037782.751822292 216511.5446021583, 1037527.817395212 216573.7161194396, 1037274.310034489 216636.0090372043, 1037019.621642399 216696.4607688894, 1036761.993688614 216724.1475290047, 1036594.044098503 216738.2052958033, 1036256.810033248 216632.9164825843, 1036017.495783801 216547.9984564057, 1035777.6236717 216462.4832628776, 1035476.30472254 216354.9409093245, 1034867.046326162 216136.4959094756, 1033940.29425887 215805.4848051215, 1033892.892774534 215830.7144925903, 1033793.381419994 216101.6813402506, 1033683.587979141 216410.5021182152, 1033625.287347152 216572.6897726139, 1033613.190927657 216606.3378966624, 1033539.971845888 216807.5620899883, 1033392.75889554 217220.563619826, 1033274.870091292 217550.7695422683, 1033147.461781439 217909.5448025104, 1033078.974032142 218337.0332443557, 1033016.217885697 218723.7145663531, 1032942.789065332 219190.6517304248, 1032877.910285002 219597.2218112747, 1032814.550306152 220005.9110922136, 1032566.525451396 219960.002201827, 1032432.398166736 219933.4502121386, 1032291.423882904 219906.3078196066, 1032289.018748511 220090.0701690463, 1032285.721365326 220450.3445761913, 1032285.288239271 220710.8585813485, 1032311.767756619 220991.8285917064, 1032372.718778367 221503.5529432994, 1032488.752131351 222011.8877409866, 1032754.982179227 222240.8865990819, 1032903.561674213 222314.3119584308, 1032916.514410576 222404.2884050061, 1032933.541984872 222493.6813019342, 1032954.598193541 222582.2079957901, 1032979.61461616 222669.6027398128, 1033043.60723548 222903.74585922, 1033059.742432985 222956.3932053158, 1033119.073016262 223149.968813344, 1033183.466046346 223347.9766131452, 1033480.664071629 223316.362947125, 1033734.745428528 223287.3771975725, 1034012.13066589 223260.7736842197, 1034153.679369778 223247.332344924, 1034292.340616345 223234.1635834826, 1034854.220665954 223179.0234037083, 1035616.419079789 223101.4427243625, 1035580.320030731 222743.0484215141, 1035554.335933017 222487.5273349179, 1035546.356956399 222411.8156422878, 1035527.28237837 222226.0320735275, 1036129.047532591 222164.2355866464, 1037024.877653623 222073.3677145761, 1037817.24338051 221992.6869152297, 1038593.496647199 221913.6235175937)))",170,90.2930752821558
QN27,19726845.5925,081,East Elmhurst,19816.7121316,Queens,4,"MULTIPOLYGON (((1022728.280808396 217531.058564478, 1023052.651491559 216998.1283091787, 1023125.604089382 216889.5328371964, 1023273.045098316 216713.6247243235, 1023276.36855377 216661.5516346634, 1023320.062480975 216619.1033519341, 1023365.118847818 216578.1040746828, 1023411.489625328 216538.5975071039, 1023459.125383399 216500.6257622307, 1023507.975343492 216464.2293170188, 1023557.987457888 216429.4470267681, 1023609.108387689 216396.3159114899, 1023661.283639272 216364.8712881164, 1023714.457595126 216335.1466758205, 1023768.573573142 216307.1737603078, 1023946.890773883 216213.9161899238, 1023987.657901246 216191.283476732, 1024036.680785898 216164.0674095993, 1024131.631460911 216098.3330430343, 1024206.497010573 216030.1640794972, 1024272.231987701 215958.953908241, 1024350.394604107 215888.0161551465, 1024401.596165071 215813.6847509027, 1024417.652179781 215790.3751821814, 1024520.197881213 215640.0511823925, 1024536.933526335 215611.4652560736, 1024560.21179329 215571.7983641814, 1024523.278114524 215582.0535405395, 1024484.58643752 215589.7040432279, 1024445.816942667 215592.670776628, 1024405.460654743 215590.3893472967, 1024336.891114876 215576.6028283294, 1024308.698846031 215593.8501938822, 1024252.054929785 215581.0419017907, 1023879.909373266 215517.6622325172, 1023657.885103772 215478.7349595915, 1023434.138419665 215436.5330925885, 1023343.295023367 215431.6643722443, 1023170.434237912 215423.7769174533, 1023055.709808407 215418.3143510795, 1022907.737504722 215410.656547782, 1022758.921754089 215403.5927364068, 1022507.566841591 215392.2175593286, 1022258.009480214 215378.7530330803, 1022006.487148265 215366.2228896237, 1021755.902989452 215354.1918923473, 1021463.714985138 215330.375696077, 1021215.647259526 215295.7265769909, 1020968.19293836 215261.1101128439, 1020685.56172339 215221.8449222395, 1020403.202725591 215182.4683434149, 1020150.988200755 215147.2608705361, 1020001.090055244 215126.2296750718, 1019898.862237993 215111.8867113389, 1019651.066911467 215077.5984335392, 1019403.996622837 215043.5956790474, 1019252.569480521 215026.1084820256, 1019100.007146311 214999.6848973694, 1018842.20862415 214963.7033709885, 1018738.071082703 215708.9135381801, 1018655.298516561 216302.0019889699, 1018597.319409621 216715.7635764543, 1018742.198337028 216682.4006959995, 1018879.41580928 216650.8001297777, 1018789.957002944 217262.9891234234, 1018788.438008778 217285.9517279932, 1018786.896189463 217303.6550642476, 1018728.467308143 217731.2648326843, 1018636.128045783 218394.6349442066, 1018559.182031188 218993.4351822038, 1018533.151708116 219135.6458944548, 1018530.179283678 219151.0822645188, 1018528.230482694 219164.8354725658, 1018489.769101568 219468.4464600573, 1018592.879191139 219766.4045421286, 1018590.457912443 219946.7549959445, 1018593.860117395 220008.5330928718, 1018602.449247512 220164.5004274363, 1018603.472851472 220213.0139561336, 1018600.589037435 220261.6064580111, 1018595.867395746 220295.1876303698, 1018593.810806114 220309.8147991384, 1018582.724764986 220359.0205072132, 1018571.123714027 220392.9999834317, 1018591.317358358 220398.1806094103, 1018824.148644671 220444.296315226, 1018939.43410015 220460.2280495837, 1019076.835753763 220472.5938460956, 1019203.702414576 220478.0924502978, 1019349.348963547 220478.0926805603, 1019502.757679345 220467.108933139, 1019638.456581292 220452.3749809916, 1019777.108069929 220425.9548351584, 1019860.717018565 220409.2750031211, 1020001.087940864 220361.8049079717, 1020059.995300429 220341.8838313846, 1020213.318833625 220275.9098206522, 1020360.667992245 220202.3079445362, 1020414.034145519 220172.5544782333, 1020564.690451297 220072.42048643, 1020785.182629474 219898.9601293046, 1021011.714806204 219709.1186437336, 1021348.230606252 219398.5560974555, 1021504.395436881 219234.6951678683, 1021618.965739443 219114.4763720959, 1021689.128887491 219033.2436471313, 1021717.226190284 219000.7135332915, 1021759.953292285 218951.2452993292, 1021908.463880383 218768.3099860267, 1022052.538849355 218590.8403541305, 1022088.198368317 218546.9168381785, 1022139.310509193 218472.4192396859, 1022238.395379428 218325.1724476831, 1022530.637788157 217851.4424908179, 1022728.280808396 217531.058564478)))",43,60.76851944619893
BK95,14522603.5915,047,Erasmus,18756.7018646,Brooklyn,3,"MULTIPOLYGON (((998608.3513449564 171942.5921943931, 998339.7194042971 171920.7509251665, 998078.6598496055 171907.0924271213, 997804.0507296119 171884.1981014534, 997533.3389213384 171882.3404416026, 997272.8763909676 171883.2062000777, 997127.7155535974 171874.4160352186, 997086.4722368261 171934.1402789019, 997004.529753288 172040.1934204758, 996940.6517178699 172126.8662024764, 996803.4402306265 172312.2038301154, 996561.6649629634 172632.4983448379, 996540.0606995226 172661.1235855135, 996163.954317956 173163.03228854, 996054.7349270297 173312.7167309176, 996006.7098924312 173428.4875666577, 995935.0162071338 173911.5744703116, 995928.1133517846 173958.0969339672, 995911.6892477946 174115.8397206221, 995899.3595357899 174295.7048087982, 995895.1894114772 174380.4231457957, 995875.5298618493 174823.2574818628, 995865.9330828589 175182.2596660861, 995863.2919339486 175278.5394282001, 995832.4160153801 175557.2616386405, 995780.7028957987 175843.0008414704, 995708.0345604086 176232.8594999032, 996507.9256986799 176285.1808583552, 996792.1936828966 176299.715605664, 997305.4942126879 176331.413209859, 997439.1916111331 176336.5479305144, 997741.796228546 176353.5793062449, 998243.2853368183 176387.438689296, 998216.0767851378 176711.5365791597, 998188.0646118408 177055.7389323153, 998142.9819030785 177605.1217042982, 998104.8251185194 178068.7697918179, 998911.5730936453 178131.4685861039, 998946.9184554385 177674.2314614054, 999214.8478428931 177700.4625300245, 999260.2095589535 177133.7369098668, 999315.742045616 176460.5417182846, 999047.1266822161 176439.0022982139, 999101.7374163995 175765.9875221336, 999163.0048523361 175002.926960956, 999215.4336712988 174385.6406687208, 999238.9283416914 174102.2024531786, 999272.2982114791 173697.8000734251, 998998.4270581653 173675.187806004, 998739.1718902424 173654.4815213949, 998807.6608906984 172816.473706406, 998836.1783148026 172467.5336226988, 998566.8577110471 172445.4400966042, 998608.3513449564 171942.5921943931)))",80,153.5724628127539
QN07,22887772.8087,081,Hollis,20976.3355996,Queens,4,"MULTIPOLYGON (((1051539.737665002 201007.3095544081, 1051920.804307055 200338.0134054331, 1052251.752692931 199760.1639896846, 1052425.94232563 199467.2349964488, 1052433.613182846 199457.3629973707, 1052444.078787045 199441.858005699, 1052528.295045593 199256.1890843745, 1052556.756144664 199163.9057166412, 1052565.568614798 199135.2118746953, 1052674.961754764 198794.0969616295, 1052877.560658489 198161.2373066451, 1053050.145846234 197617.5444422191, 1053174.467071644 197226.5315374818, 1053226.442039882 197065.5937738815, 1053348.929259326 196707.169075712, 1053433.86032377 196458.9711528659, 1053419.759347264 196454.0823310738, 1052996.196360846 196307.6580919169, 1052750.474746461 196223.2320062866, 1052505.009115249 196137.8805047907, 1052259.225124075 196054.1432600868, 1052009.024867347 195966.941527335, 1051758.526453923 195880.186021171, 1051512.844028031 195796.1075259781, 1051266.384014156 195710.9104365962, 1051020.75420272 195625.946135955, 1050775.750980163 195540.9954463482, 1050529.569960755 195456.1127467197, 1050443.451258054 195707.0341336032, 1050065.095027633 195575.7969186091, 1050023.326767905 195562.7224327666, 1049777.280149629 195477.1677346716, 1049532.086743598 195392.7186895122, 1049286.128749678 195308.013538295, 1049096.811415507 195242.7183526482, 1049028.835411919 195325.9364614099, 1048972.208070445 195394.3611893397, 1048949.094321187 195607.7962372883, 1048910.341120706 195852.1264724173, 1048847.328964535 196310.8721628647, 1048836.439864475 196384.500410049, 1048780.789989281 196691.2126009184, 1048754.536882281 196809.1092111405, 1048695.215827794 197058.7414148836, 1048637.226992074 197304.0658195602, 1048601.298432982 197453.5898073575, 1048497.961394623 197861.3546331149, 1048446.350676948 197901.5347328453, 1048387.344744426 197938.0734601266, 1048344.51963535 197963.6015918799, 1047780.973065853 198094.5552157787, 1047693.401112967 198106.5658653052, 1047604.99871764 198112.5339079712, 1047556.937834157 198112.4580148408, 1047545.671202024 198127.5894102152, 1047536.639007814 198146.8149888419, 1047574.749242449 198159.0885014418, 1047574.791845064 198159.1018682233, 1047574.828038972 198159.118469864, 1047614.972515665 198175.8339438039, 1047615.028118787 198175.856954174, 1047615.080914283 198175.8831383587, 1047653.893172374 198195.5160306576, 1047653.919173391 198195.5290311946, 1047653.945784761 198195.5456328214, 1047685.582614844 198213.7638995593, 1047730.32029446 198241.9366014934, 1047730.35630526 198241.9597949185, 1047730.388898087 198241.9823779901, 1047767.452552172 198269.3904781695, 1047802.000208408 198299.9353549739, 1047802.019800727 198299.9519565775, 1047802.03920993 198299.9715489127, 1047831.711246471 198330.4896223741, 1047994.874045862 198525.8441958022, 1048117.130783013 198683.7215037778, 1048168.416853034 198753.2882176494, 1048161.996423248 198765.7882117987, 1047902.399618783 199271.1446071285, 1047696.251217057 199672.0030078663, 1047476.99253947 200102.4746236613, 1047703.232484677 200208.7280649695, 1047986.834774166 200337.7670173577, 1048223.422579213 200447.4653001317, 1048247.294018831 200458.5349273496, 1048268.622668475 200468.4169884866, 1048367.676426344 200514.3151941294, 1048512.877906772 200582.5346578274, 1048747.562879255 200690.4809195355, 1048938.858777259 200820.9899190196, 1049196.906781606 200365.085571889, 1049568.241748248 200574.9347051236, 1049849.974027247 200737.7336698976, 1050092.451239318 200874.7351897763, 1050318.707599123 201004.6630073764, 1050544.730988791 201133.8790919126, 1050770.374007679 201263.213338486, 1050995.442746982 201392.1405390532, 1051115.331194626 201460.4709743876, 1051223.428545912 201522.081781766, 1051241.518969683 201532.3934626694, 1051539.737665002 201007.3095544081)))",127,154.69206329478152
BK25,29991967.283,047,Homecrest,27514.0229182,Brooklyn,3,"MULTIPOLYGON (((995746.8863620294 161665.5213968437, 995833.8624091474 161062.3557936819, 995988.9164971444 159988.5703650823, 996042.8015286045 159632.8228900394, 996111.657194044 159139.6798348219, 996238.003939467 158271.8100999687, 995980.4776991367 158234.7192944252, 996098.8975427832 157413.2302324938, 996211.8216920774 156641.3378026708, 996315.4287825798 155925.7248662093, 996448.7009736219 154998.1108611207, 996191.5129443908 154961.8500548369, 996271.6351201197 154414.1177752958, 996288.0819624972 154269.4587605348, 996307.265520026 154190.2136844495, 996361.8493235488 153842.1496455124, 996407.7879013743 153502.3435922593, 996416.9880589595 153417.0640537076, 996158.3066288453 153380.1872653777, 995861.200789987 153337.5519325734, 995541.2735221743 153291.2057112025, 995421.0342258584 153273.6397196738, 995262.9402840693 153250.5456546666, 995246.8312577343 153515.7914926172, 995232.1128193708 153766.9758478758, 995216.1643758013 154032.595649739, 995200.5931300876 154298.0056746953, 995186.0947281163 154546.197655303, 995170.4938762781 154813.9341006291, 994571.1800080312 154727.1540363407, 994311.2919684065 154689.5616126624, 994016.5810866422 154645.6269144978, 993930.7674154934 154632.8214703118, 993890.6575787188 154627.229304521, 993852.6213525402 154621.6829821493, 993548.7208853076 154578.3714267364, 993291.6180666959 154541.2352477962, 993171.713179771 154523.9020484279, 993034.5252582589 154504.0722739462, 992776.6350250795 154466.8634598507, 992520.0804293891 154427.6406074078, 992262.4524017206 154391.9476039924, 992224.4635206904 154653.1777667182, 992188.0028623817 154900.5459095875, 992149.9154057491 155163.5576924253, 992086.758601505 155599.1349039222, 992054.8485954669 155816.4184118663, 992091.35098103 156092.9176144883, 992110.6189611849 156230.3225209104, 992155.5888733467 156551.0048713971, 992212.170367885 156545.0929716968, 992169.3056239457 156843.5181979192, 992128.4258956027 157124.9220370752, 992092.0542069032 157382.8225507353, 992050.3771143332 157663.7505577804, 991772.5888361695 157624.586503243, 991868.3418259299 158527.6244287296, 991899.5485741168 158827.3587043386, 991927.5367469008 159093.7138204111, 991975.7810989885 159402.1653209282, 991914.5435645066 159933.0347118971, 991860.9832462908 160304.5006362434, 991748.4196056543 161085.0745706822, 992048.0431252349 161129.5370715705, 992331.1879924305 161171.0899150295, 992589.3214239579 161207.8864561315, 992846.0858954745 161245.3988146657, 993156.8169657827 161295.0585571405, 993188.7248331613 161300.1584449833, 993222.1548577629 161305.5015624527, 993301.7151102311 161320.7676128299, 993607.5250569959 161355.7158889098, 993905.8711137954 161399.2565668214, 994163.3221728671 161436.5311314382, 994028.3859163933 162367.1472235333, 994285.9711360888 162404.2673631562, 994561.81741704 162446.9977905231, 994695.5620783328 161513.2451047881, 994975.0861573665 161554.3545120515, 995233.0286122053 161591.8619256032, 995489.2655001379 161628.6112761503, 995746.8863620294 161665.5213968437)))",180,167.3151998550078
QN41,27774853.4174,081,Fresh Meadows-Utopia,22106.4312721,Queens,4,"MULTIPOLYGON (((1045896.234579831 205384.2233147778, 1045643.895309081 205292.7260876583, 1045400.516016945 205203.9330382168, 1045156.159367678 205115.1337605359, 1044903.393706517 205024.4866886219, 1044654.781263977 204916.8030531686, 1044415.565445649 204813.1215704292, 1044227.609545972 204731.3632183053, 1044123.629930225 204686.8680260639, 1043888.183713248 204584.3907712498, 1043650.742925697 204481.2407210713, 1043510.854434897 204420.1942498458, 1043409.611093235 204375.4728642073, 1043180.480502302 204276.7196176075, 1042940.526468659 204172.3001498005, 1042701.645619766 204067.2309019384, 1042554.444008068 204003.0572165686, 1042461.41583014 203963.5754698039, 1042218.81738602 203857.4273552271, 1041987.406818031 203771.2195169178, 1041972.859548117 203769.8971039742, 1041968.112150097 203788.3947268766, 1041926.10434175 203922.5547111744, 1041888.935599851 204047.4001229803, 1041817.856081212 204262.0583384559, 1041667.252050701 204731.0667986555, 1041558.81018636 205065.5902021462, 1041475.706440352 205322.5844260963, 1041401.919927583 205558.2666413524, 1041384.69874322 205757.0065439449, 1041392.78904742 205906.6222507938, 1041367.77921431 205928.5644234228, 1041362.644731633 206031.2646743226, 1041348.530612074 206139.4959199826, 1041264.882141532 206284.774317396, 1041235.131242201 206346.5622717492, 1041210.285746787 206410.837296216, 1041190.633253984 206476.9983166553, 1041176.364743674 206544.4131308142, 1041167.56230878 206612.424755956, 1041175.137457657 206957.8869599057, 1041177.325746322 207142.9752752837, 1041015.934429038 207637.7805662615, 1040797.469429024 208148.1797142353, 1040825.09722706 208243.3208093947, 1040641.711261329 208182.3989123184, 1040643.512631758 208217.0871087335, 1040761.849271878 208268.5373398074, 1040682.876087057 208261.0142006521, 1040674.769046516 208300.8632124033, 1040671.353010842 208318.6266461196, 1040750.657974766 208338.4059580484, 1040814.093096557 208353.2124635277, 1040966.156987721 208396.3029393627, 1041223.581297169 208489.6500201749, 1041421.43884389 208563.6493383982, 1041619.293034237 208637.6457262376, 1041636.678443186 208643.4725392199, 1041652.757698012 208647.8721642196, 1041882.514905522 208729.9721826451, 1042135.283814916 208820.2940427508, 1042386.625659506 208910.1072932945, 1042624.80469936 208995.0710931541, 1042817.547493575 209068.1752564494, 1042864.250158614 209083.7953332309, 1043110.103223278 209175.3573524226, 1043348.019876732 209257.4799607499, 1043360.290102915 209261.5941788808, 1043372.029321493 209266.6368024938, 1043615.096616733 209356.1026225947, 1043872.042113074 209450.6760709497, 1044102.667308797 209535.3418792719, 1044244.548622257 209587.4287356586, 1044351.651793369 209626.6577430064, 1044614.666700215 209724.6765727595, 1044723.984355609 209761.6941558358, 1044831.484318634 209799.7029474048, 1044875.342801635 209815.2080279532, 1044934.289509457 209836.2283323354, 1045022.832709942 209867.8066710945, 1045111.375849497 209899.3814696737, 1045307.888448237 209950.0249860942, 1045600.667236743 210015.9108448157, 1045750.476929229 210044.8416920286, 1046376.756648823 210167.0963123873, 1046393.033049379 210170.0457405815, 1046397.543869962 210157.5227309464, 1046434.932441469 210053.7535711901, 1046724.499952436 209256.2221883774, 1046800.618855664 209008.253617749, 1046824.739559823 208929.6709751452, 1046890.386222732 208661.6961539984, 1046960.507930462 208394.7969637871, 1047035.071479676 208129.0855262057, 1047114.048000556 207864.673352558, 1047197.404533921 207601.6687192931, 1047354.737512485 207179.1857964705, 1047655.472896096 206534.2923586081, 1047954.570885293 205983.4701990272, 1047964.167472094 205967.4819870364, 1047941.253853584 205961.7377453922, 1047568.586750104 205871.6258896308, 1047359.295328539 205823.0955567973, 1047142.884511007 205769.2041863072, 1046952.202318043 205725.1684529494, 1046887.080793089 205710.1289104435, 1046633.268536629 205648.2752543935, 1046386.700267569 205562.9698154975, 1046144.095390202 205471.4995840409, 1045896.234579831 205384.2233147778)))",59,59.2199560977547
BX33,10732452.0604,005,Longwood,18982.1300681,Bronx,2,"MULTIPOLYGON (((1013354.925693419 240318.8932822589, 1013346.067798317 239477.4231631125, 1013615.578864724 239494.7726305785, 1013808.466069691 239503.8185652528, 1013614.450302614 239370.5770509885, 1013550.446227883 239326.7526094043, 1013343.263079333 239184.8882845822, 1013072.826588112 239001.1909114823, 1013067.679189161 238404.2311644791, 1013337.974507341 238402.7126821692, 1013623.332049579 238400.0753941142, 1013910.42860847 238398.5015228733, 1013892.50177511 238339.1544284077, 1013618.063009425 237992.3607243483, 1013331.721333066 237622.7356825683, 1013125.730665256 237361.1317744882, 1012747.495899625 236877.0251497721, 1012977.761599457 236701.3638981146, 1013092.135019716 236609.2054584667, 1013195.235648424 236528.819010552, 1012802.181277408 236023.9284042038, 1012737.873745975 235937.9342422284, 1012669.579633484 235854.7818649748, 1012597.496327925 235774.7392776649, 1012551.446448508 235728.0663057643, 1012521.843434134 235698.066306901, 1012442.857463724 235624.9920786575, 1012360.803370761 235555.727042266, 1012173.533407767 235380.1698350774, 1011681.194028163 234918.1661940948, 1011214.065013159 234478.4883693728, 1011159.688335117 234427.3075802163, 1011077.123806057 234344.6399823268, 1011034.350434649 234656.6403102012, 1010985.734834858 234945.8680860449, 1010774.232339906 235170.7717132648, 1010695.236196921 235227.9368718553, 1010773.01488671 235521.1280614221, 1010877.578330776 235902.1143656165, 1010969.694617346 236246.1286704559, 1011081.531512858 236621.8722017818, 1011096.561120763 236698.7751031076, 1011215.501236999 237082.1889838345, 1011345.452167348 237495.9998640478, 1011467.9846963 237876.9536145764, 1011485.080904419 237929.5945408286, 1011570.130357748 238214.0847772881, 1011693.456707137 238602.5972948563, 1011758.043375553 238809.3912258872, 1011377.019600179 238929.7805007697, 1011415.836653212 239053.0461549926, 1011424.100454899 239079.2881266396, 1011600.651400374 239639.9356219959, 1011785.769184234 240229.9010758647, 1011469.181337211 240320.3921414324, 1011666.0545079 240929.4651881433, 1011980.969131354 240841.0179415091, 1012088.221952662 240859.2956970514, 1012111.541392419 240863.2697325363, 1012421.710540356 240916.1268461626, 1012754.269742776 240975.300336059, 1013096.287214519 241034.4905068593, 1013174.164310127 241047.9682287615, 1013227.806269607 241009.3429718214, 1013278.042338834 240970.9837602117, 1013266.349530858 240897.1518401332, 1013354.925693419 240318.8932822589)))",12,31.170956843531584
